field_id,year,crop_code,crop_name,valid_pixel_count,dominant_pixel_count,dominant_pct,extraction_method,csb_annual_cdl_code,matches_csb_annual_cdl,raster_source_url,raster_sha256
451623001001231,2023,176,Grassland/Pasture,17,11,64.705882,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001238,2023,37,Other Hay/Non Alfalfa,11,7,63.636364,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,37,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001243,2023,176,Grassland/Pasture,27,23,85.185185,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001248,2023,176,Grassland/Pasture,18,14,77.777778,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001250,2023,37,Other Hay/Non Alfalfa,59,50,84.745763,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,37,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001251,2023,176,Grassland/Pasture,20,10,50.0,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001257,2023,37,Other Hay/Non Alfalfa,85,69,81.176471,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,37,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001258,2023,24,Winter Wheat,41,17,41.463415,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,24,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001259,2023,176,Grassland/Pasture,19,14,73.684211,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001261,2023,37,Other Hay/Non Alfalfa,20,12,60.0,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,37,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001262,2023,176,Grassland/Pasture,73,26,35.616438,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001264,2023,176,Grassland/Pasture,25,16,64.0,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001266,2023,176,Grassland/Pasture,65,51,78.461538,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001267,2023,176,Grassland/Pasture,19,19,100.0,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001281,2023,176,Grassland/Pasture,18,9,50.0,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,37,False,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001285,2023,37,Other Hay/Non Alfalfa,21,16,76.190476,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,37,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001295,2023,176,Grassland/Pasture,13,7,53.846154,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
451623001001299,2023,176,Grassland/Pasture,22,15,68.181818,rasterio.mask; pixel-center (all_touched=False); zero/nodata excluded,176,True,https://nassgeodata.gmu.edu/webservice/nass_data_cache/byfips/CDL_2023_45001.tif,b6af9cd8ae8e8a1dba5b729c8ff3b85df344c04930888f2206779dc000b30cee
