metric,n_complete_years,ols_slope_per_year,ols_slope_per_decade,ols_intercept,pearson_r,r_squared,ols_p_value,ols_standard_error,ols_slope_ci95_low,ols_slope_ci95_high,theil_sen_slope_per_year,theil_sen_slope_per_decade,theil_sen_ci95_low,theil_sen_ci95_high,kendall_tau,kendall_p_value,alpha,ols_significant,kendall_significant
annual_mean_temperature_C,35,0.048533396195516915,0.48533396195516915,-81.26808749682073,0.6584699850526187,0.43358272121519587,1.7085366327452042e-05,0.00965641620242596,0.028887269713143652,0.06817952267789018,0.04924657534246579,0.4924657534246579,0.025924657534246442,0.07050062266500635,0.44873949579831934,0.00014956996681664522,0.05,True,True
annual_precipitation_mm,35,-2.598938375350137,-25.98938375350137,6498.687971988789,-0.11710231724744032,0.013712952704720158,0.5028977822241607,3.8368532397097135,-10.405074985607602,5.207198234907328,-3.458275862068964,-34.582758620689646,-11.886666666666668,6.392941176470579,-0.07226890756302522,0.5414236472276195,0.05,False,False
warm_season_mean_temperature_C,35,0.039429828005968774,0.39429828005968776,-57.132241498468616,0.49941594299653763,0.24941628411912092,0.0022556649514501683,0.011907074732762032,0.01520470231429193,0.06365495369764562,0.03951239333604229,0.3951239333604229,0.011839953271028048,0.06795666949872628,0.3243697478991597,0.006127555574057785,0.05,True,True
warm_season_precipitation_mm,35,0.1311036414565801,1.311036414565801,460.6824593837585,0.008815685081407435,7.771630345454961e-05,0.9599143313529156,2.5887185777359862,-5.135683905738579,5.397891188651738,0.2613043478260866,2.613043478260866,-5.604285714285701,6.18692307692308,0.011764705882352941,0.920812723910616,0.05,False,False
hot_day_count,35,0.29551820728291317,2.955182072829132,-568.8291316526611,0.18312892513365667,0.03353620322060843,0.29234265508858115,0.2761614932572998,-0.2663365753155155,0.8573729898813418,0.3684210526315789,3.6842105263157894,-0.21428571428571427,0.9285714285714286,0.15503995283640792,0.1953694921300433,0.05,False,False
warm_season_longest_dry_spell_days,35,0.06330532212885154,0.6330532212885154,-111.31708683473389,0.10911749095275519,0.011906626831824611,0.5326467561658681,0.10038940382985972,-0.14093845566481727,0.26754909992252035,0.043478260869565216,0.43478260869565216,-0.09523809523809523,0.20833333333333334,0.07830825373337626,0.5201322311529589,0.05,False,False
