year,month,expected_days,valid_days,completeness_pct,is_complete_period,mean_temperature_C,mean_max_temperature_C,mean_min_temperature_C,mean_diurnal_range_C,precipitation_mm,mean_relative_humidity_pct,mean_solar_radiation_kWh_m2_day,hot_day_count,frost_day_count,dry_day_count,heavy_rain_day_count,longest_dry_spell_days
1995,8,31,31,100.0,True,27.013225806451608,32.96516129032258,21.734838709677422,11.230322580645161,260.97,72.41548387096773,18.035161290322584,8,0,9,3,3
1995,9,30,30,100.0,True,20.653,26.360000000000003,15.8,10.56,78.00000000000001,80.80333333333331,16.258000000000003,0,0,18,0,7
1995,10,31,31,100.0,True,15.936774193548384,22.068064516129034,10.490967741935485,11.577096774193546,180.98999999999998,81.61709677419354,13.837096774193547,0,0,23,1,7
1995,11,30,30,100.0,True,7.435666666666667,13.637,1.854666666666667,11.782333333333334,140.76,82.21833333333333,10.032333333333332,0,12,18,2,9
1995,12,31,31,100.0,True,3.4041935483870973,9.08806451612903,-1.0558064516129033,10.143870967741938,72.79,82.25741935483873,9.107741935483874,0,18,22,0,10
1996,1,31,31,100.0,True,2.630967741935484,8.630967741935482,-2.525483870967742,11.156451612903222,168.87000000000003,86.99451612903225,8.898387096774194,0,23,15,2,4
1996,2,29,29,100.0,True,5.045172413793105,10.483793103448274,-0.6572413793103447,11.14103448275862,99.0,85.00655172413792,12.557931034482756,0,14,21,1,9
1996,3,31,31,100.0,True,7.3429032258064515,13.136451612903226,2.0258064516129033,11.110645161290321,193.65999999999997,79.33612903225806,14.86516129032258,0,11,17,2,6
1996,4,30,30,100.0,True,13.887333333333338,20.227666666666668,7.303666666666667,12.924,99.35,77.89400000000002,20.43133333333333,0,2,17,0,4
1996,5,31,31,100.0,True,20.708387096774196,26.417741935483868,15.139999999999999,11.277741935483872,107.11999999999999,80.93741935483871,23.311935483870972,0,0,19,1,8
1996,6,30,30,100.0,True,24.182666666666666,30.061333333333334,18.335333333333335,11.726,72.80000000000001,72.96766666666666,24.511000000000006,3,0,16,0,10
1996,7,31,31,100.0,True,26.205161290322586,32.62096774193548,20.48612903225807,12.134838709677418,97.41000000000001,70.57806451612903,20.630322580645164,8,0,10,0,4
1996,8,31,31,100.0,True,25.412258064516127,31.54935483870967,20.076774193548385,11.472580645161292,116.77999999999999,72.32838709677418,19.00258064516129,0,0,9,0,4
1996,9,30,30,100.0,True,21.567999999999998,28.081666666666667,15.916666666666666,12.165000000000001,153.45,72.91799999999999,16.681,0,0,15,2,4
1996,10,31,31,100.0,True,15.020967741935483,21.921290322580642,9.09354838709677,12.827741935483871,46.50000000000001,75.98516129032258,14.334516129032258,0,0,22,0,7
1996,11,30,30,100.0,True,7.430000000000001,13.744000000000002,1.9643333333333333,11.779666666666667,129.64999999999998,79.28766666666668,9.698000000000002,0,12,17,2,8
1996,12,31,31,100.0,True,6.008709677419355,11.65967741935484,1.1180645161290321,10.541612903225808,87.64000000000001,85.5809677419355,8.207419354838711,0,15,18,1,4
1997,1,31,31,100.0,True,4.699677419354838,10.165161290322581,-0.10129032258064521,10.266451612903223,137.08,81.24741935483873,9.384516129032258,0,18,14,1,5
1997,2,28,28,100.0,True,7.911785714285715,13.67,2.5410714285714286,11.128928571428572,180.03,84.9692857142857,10.930357142857144,0,12,15,3,5
1997,3,31,31,100.0,True,13.34935483870968,19.80548387096774,7.13774193548387,12.667741935483873,100.61,80.39838709677419,16.92,0,2,18,0,6
1997,4,30,30,100.0,True,13.41,19.774,6.979333333333333,12.794666666666666,132.98,76.52,20.367000000000004,0,1,20,1,6
1997,5,31,31,100.0,True,17.740645161290324,23.89225806451613,11.490967741935483,12.401290322580643,100.96,76.43387096774194,22.470322580645163,0,0,19,1,15
1997,6,30,30,100.0,True,21.831,26.78266666666667,17.261666666666667,9.520999999999999,110.57,80.84233333333331,19.945666666666664,0,0,11,0,7
1997,7,31,31,100.0,True,26.807419354838704,33.35096774193548,20.65612903225806,12.694838709677418,147.85,69.90064516129033,21.953870967741935,9,0,12,1,6
1997,8,31,31,100.0,True,25.44870967741936,32.313870967741934,19.283548387096776,13.03032258064516,28.299999999999997,65.54193548387097,21.561290322580643,4,0,23,0,10
1997,9,30,30,100.0,True,22.980333333333338,30.278666666666666,16.874,13.404666666666666,133.6,63.53766666666666,16.681666666666665,3,0,20,2,11
1997,10,31,31,100.0,True,16.289677419354838,23.195806451612906,10.561935483870966,12.633870967741936,137.04999999999998,73.34903225806453,13.703548387096772,0,0,19,2,13
1997,11,30,30,100.0,True,7.566333333333334,13.605333333333334,2.8449999999999998,10.760333333333332,104.39,83.459,10.331,0,6,19,0,6
1997,12,31,31,100.0,True,4.691612903225806,9.92483870967742,0.413225806451613,9.511612903225805,125.42,85.12741935483872,8.683225806451611,0,14,19,1,10
1998,1,31,31,100.0,True,6.1819354838709675,11.391612903225804,1.8606451612903225,9.530967741935482,202.12,88.49225806451612,9.583870967741936,0,13,17,3,4
1998,2,28,28,100.0,True,7.1325,12.737857142857143,2.4050000000000002,10.332857142857142,197.84,86.15607142857142,11.785714285714286,0,6,18,3,6
1998,3,31,31,100.0,True,8.995806451612903,14.966774193548387,3.5548387096774197,11.41193548387097,124.22000000000001,82.2651612903226,15.11,0,9,20,1,7
1998,4,30,30,100.0,True,14.801333333333332,20.504,9.059666666666667,11.444333333333333,246.75000000000003,82.16266666666665,17.823666666666668,0,0,13,3,5
